,loss_train_CNN,loss_train_linear,loss_test_CNN,loss_test_linear
0,0.13329191589355469,0.4291441650390625,0.198300537109375,0.7269889526367187
1,0.12350109100341797,0.21567892456054688,0.12681110382080077,0.25616207885742187
2,0.11780818939208984,0.18941781616210937,0.11894697570800782,0.19595390319824219
3,0.1165261001586914,0.18342982482910156,0.11818064880371094,0.18570164489746094
4,0.11505506896972656,0.18100656127929687,0.11521729278564453,0.18175686645507813
5,0.11476161193847656,0.1801875457763672,0.11766107177734375,0.18150592041015626
6,0.11380672454833984,0.18035148620605468,0.11353654479980468,0.1800650939941406
7,0.11303370666503906,0.1799056396484375,0.1129368896484375,0.1796153564453125
8,0.11275875854492187,0.17980946350097657,0.11280197906494141,0.1801116943359375
9,0.11247835540771485,0.18032391357421876,0.11272159576416016,0.18006405639648437
10,0.11240496063232422,0.1804923858642578,0.11216719818115234,0.18023851013183595
11,0.1117928695678711,0.18078987121582032,0.1112518310546875,0.18014828491210938
12,0.111730224609375,0.18011563110351564,0.1121931381225586,0.18073028564453125
13,0.11153038787841797,0.17998991394042968,0.11143695068359374,0.18008377075195312
14,0.11130600738525391,0.18015177917480468,0.1107731170654297,0.17961099243164064
15,0.11091020202636719,0.18020993041992187,0.11172553253173828,0.18102742004394531
16,0.11078144836425781,0.1803157196044922,0.11050395965576172,0.18032325744628908
17,0.11064631652832031,0.17993017578125,0.11031228637695313,0.17964326477050782
18,0.11010784912109375,0.1799937286376953,0.10983702087402344,0.17937896728515626
19,0.11023272705078126,0.1798362121582031,0.10994966125488281,0.1802231903076172
20,0.1106305160522461,0.18065324401855468,0.10996475982666015,0.18020675659179688
21,0.10999718475341796,0.1802122039794922,0.11029963684082031,0.18044871520996095
22,0.11011539459228516,0.1810983428955078,0.10982878875732421,0.17941781616210936
23,0.10963648986816406,0.18008326721191406,0.1097556915283203,0.18093797302246092
24,0.1093501739501953,0.1796336212158203,0.11011054229736328,0.18093304443359376
25,0.10988175964355469,0.18029176330566407,0.11062779235839844,0.18169093322753907
26,0.10903720855712891,0.18093107604980468,0.1092352294921875,0.18026876831054686
27,0.10891146850585938,0.17963037109375,0.11110336303710938,0.17961026000976563
28,0.10957139587402344,0.18090167236328125,0.11046765899658204,0.17951034545898437
29,0.1093862533569336,0.18084246826171874,0.10801732635498047,0.17901777648925782
30,0.10889741516113281,0.1799183654785156,0.10814108276367188,0.17962002563476562
31,0.10803002166748046,0.17948495483398438,0.10830188751220703,0.18037905883789063
32,0.10883931732177735,0.1802461700439453,0.10823123931884765,0.17975314331054687
33,0.1084749755859375,0.18038241577148437,0.10895653533935547,0.18050350952148436
34,0.10870182800292968,0.1801991424560547,0.10910589599609374,0.18033171081542967
35,0.10857423400878906,0.18068228149414062,0.10833931732177735,0.17981494140625
36,0.10837166595458984,0.18077426147460937,0.10909683227539063,0.18080288696289062
37,0.10796540069580078,0.18080209350585938,0.1080367202758789,0.18061181640625
38,0.1078842544555664,0.1802987060546875,0.10768161010742187,0.1801842041015625
39,0.10761337280273438,0.17997039794921876,0.1093525390625,0.18113182067871095
40,0.10818683624267578,0.18091903686523436,0.10728546142578126,0.17984689331054687
41,0.10746304321289063,0.1795901336669922,0.10810429382324219,0.18080427551269532
42,0.10764872741699219,0.17987881469726563,0.10735464477539063,0.17949127197265624
43,0.10785758209228516,0.1807769012451172,0.10755841064453125,0.18052384948730468
44,0.10760491180419922,0.18012016296386718,0.10705013275146484,0.18035676574707032
45,0.10765953063964843,0.18052886962890624,0.1085826187133789,0.1798722381591797
46,0.1071180419921875,0.18030709838867187,0.10714385223388671,0.1801249542236328
47,0.10736613464355468,0.17997555541992188,0.10733448028564453,0.18072691345214845
48,0.10750896453857423,0.1806965637207031,0.1068183364868164,0.1799344482421875
49,0.10698770904541016,0.18047032165527344,0.10667850494384766,0.1806369171142578
50,0.1069583740234375,0.1801041717529297,0.10624883270263671,0.17992431640625
51,0.10675653839111328,0.18063417053222655,0.10687511444091796,0.18022393798828126
52,0.10705222320556641,0.18011936950683594,0.10672986602783203,0.18072731018066407
53,0.10679716491699219,0.18035638427734374,0.10663500213623046,0.18074815368652344
54,0.10701979064941407,0.1805219268798828,0.10624439239501954,0.1805725555419922
55,0.10669955444335938,0.18011322021484374,0.10637916564941406,0.18020046997070313
56,0.1067295379638672,0.18078756713867186,0.10827252197265624,0.1813751220703125
57,0.10677979278564453,0.17967036437988282,0.1069821319580078,0.18024603271484374
58,0.10654795837402344,0.17986570739746094,0.10636779022216797,0.180112548828125
59,0.10654126739501953,0.18018492126464844,0.10635555267333985,0.18020123291015624
60,0.106222412109375,0.17960919189453126,0.10776883697509766,0.18047695922851562
61,0.10614989471435547,0.17938975524902342,0.10639177703857422,0.18013058471679688
62,0.10623705291748047,0.18018544006347656,0.10731896209716797,0.17981562805175783
63,0.10568769073486328,0.1794048309326172,0.10619834899902343,0.18024008178710937
64,0.10649221801757812,0.17995388793945313,0.10614502716064453,0.17949319458007812
65,0.10637973785400391,0.1805526885986328,0.10626300048828125,0.18018418884277343
66,0.1065804443359375,0.1810096435546875,0.10644771575927735,0.18087646484375
67,0.10591661071777343,0.1798291015625,0.1058599624633789,0.18032502746582033
68,0.10588074493408203,0.17998309326171874,0.10670737457275391,0.1803361358642578
69,0.10568157196044922,0.17939871215820313,0.10620995330810547,0.1800355224609375
70,0.1058826904296875,0.17977919006347656,0.10565670013427735,0.18048629760742188
71,0.10620043182373047,0.18082374572753906,0.10536174011230469,0.17987716674804688
72,0.10497358703613281,0.1794700469970703,0.1058499755859375,0.1800512237548828
73,0.10585181427001954,0.18061236572265624,0.10585165405273438,0.18013905334472657
74,0.10564687347412109,0.18092430114746094,0.10624517059326172,0.18095683288574219
75,0.10564691925048827,0.18066796875,0.1058490982055664,0.1802118682861328
76,0.10554545593261719,0.17992784118652344,0.10560841369628907,0.17985444641113282
77,0.105677978515625,0.1806092224121094,0.10583856201171875,0.18000111389160156
78,0.10574885559082031,0.18095965576171874,0.10601481628417969,0.17969868469238282
79,0.10587062072753907,0.1804528350830078,0.105176025390625,0.17953207397460938
80,0.10587507629394531,0.18091818237304688,0.10526309204101562,0.18058447265625
81,0.10562741851806641,0.18050382995605468,0.10514236450195312,0.18076055908203126
82,0.10554740905761718,0.18038446044921874,0.10522022247314453,0.18084825134277344
83,0.10534811401367188,0.1794456329345703,0.10569303894042968,0.18031875610351564
84,0.10526956176757812,0.1805408477783203,0.1055640106201172,0.18049688720703125
85,0.10554511260986328,0.18036653137207032,0.10555679321289063,0.1805912628173828
86,0.1050373306274414,0.17966497802734374,0.10545169067382812,0.1802173309326172
87,0.10509821319580079,0.18059710693359374,0.10464030456542969,0.17993460083007812
88,0.10488886260986328,0.1799572296142578,0.10491741943359376,0.17988931274414063
89,0.10518472290039063,0.18027931213378906,0.10440241241455078,0.1797316436767578
90,0.10515671539306641,0.18030140686035157,0.10454301452636719,0.17949502563476563
91,0.10526050567626953,0.17998393249511718,0.10577897644042969,0.18051591491699218
92,0.10516696166992187,0.17943203735351562,0.10465316772460938,0.17901260375976563
93,0.10519457244873047,0.18116168212890624,0.10490982055664062,0.179645751953125
94,0.10474166107177735,0.18014857482910157,0.10545944213867188,0.18125617980957032
95,0.10555723571777344,0.18113677978515624,0.10465854644775391,0.17974664306640625
96,0.1048514633178711,0.17977125549316406,0.10495618438720702,0.17998191833496094
97,0.104912353515625,0.18019436645507814,0.10445896148681641,0.18012446594238282
98,0.10463018798828125,0.1799009552001953,0.10477085876464844,0.1799788055419922
99,0.10479839324951172,0.1799688262939453,0.10535725402832032,0.1796424102783203
